Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cultivar]	Characteristics[age]	Unit[time unit]	Characteristics[developmental stage]	Characteristics[genotype]	Characteristics[organism part]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[cultivar]
P495	ERS2903953	SAMEA5092612	Hordeum vulgare subsp. vulgare	P0495 (Kinukei 18)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P495	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGLJKBBXX_P495_S230_L002	group 462	sequencing assay	ERX2907507	HGLJKBBXX_P495_S230_L002_R2_001.fastq.gz	HGLJKBBXX_P495_S230_L002_R2_001.fastq.gz	ERR2903307	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/007/ERR2903307/ERR2903307_2.fastq.gz	302	152	P0495 (Kinukei 18)
P495	ERS2903953	SAMEA5092612	Hordeum vulgare subsp. vulgare	P0495 (Kinukei 18)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P495	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P495_S383_L006	group 462	sequencing assay	ERX2907507	HH2WCBBXX_P495_S383_L006_R1_001.fastq.gz	HH2WCBBXX_P495_S383_L006_R1_001.fastq.gz	ERR2903308	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/008/ERR2903308/ERR2903308_1.fastq.gz	302	152	P0495 (Kinukei 18)
P495	ERS2903953	SAMEA5092612	Hordeum vulgare subsp. vulgare	P0495 (Kinukei 18)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P495	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P495_S383_L006	group 462	sequencing assay	ERX2907507	HH2WCBBXX_P495_S383_L006_R2_001.fastq.gz	HH2WCBBXX_P495_S383_L006_R2_001.fastq.gz	ERR2903308	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/008/ERR2903308/ERR2903308_2.fastq.gz	302	152	P0495 (Kinukei 18)
P496	ERS2903954	SAMEA5092613	Hordeum vulgare subsp. vulgare	P0496 (Kinukei 19)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P496	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGLJKBBXX_P496_S231_L002	group 463	sequencing assay	ERX2907508	HGLJKBBXX_P496_S231_L002_R1_001.fastq.gz	HGLJKBBXX_P496_S231_L002_R1_001.fastq.gz	ERR2903309	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/009/ERR2903309/ERR2903309_1.fastq.gz	302	152	P0496 (Kinukei 19)
P496	ERS2903954	SAMEA5092613	Hordeum vulgare subsp. vulgare	P0496 (Kinukei 19)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P496	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGLJKBBXX_P496_S231_L002	group 463	sequencing assay	ERX2907508	HGLJKBBXX_P496_S231_L002_R2_001.fastq.gz	HGLJKBBXX_P496_S231_L002_R2_001.fastq.gz	ERR2903309	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/009/ERR2903309/ERR2903309_2.fastq.gz	302	152	P0496 (Kinukei 19)
P496	ERS2903954	SAMEA5092613	Hordeum vulgare subsp. vulgare	P0496 (Kinukei 19)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P496	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P496_S384_L006	group 463	sequencing assay	ERX2907508	HH2WCBBXX_P496_S384_L006_R1_001.fastq.gz	HH2WCBBXX_P496_S384_L006_R1_001.fastq.gz	ERR2903310	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/000/ERR2903310/ERR2903310_1.fastq.gz	302	152	P0496 (Kinukei 19)
P496	ERS2903954	SAMEA5092613	Hordeum vulgare subsp. vulgare	P0496 (Kinukei 19)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P496	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P496_S384_L006	group 463	sequencing assay	ERX2907508	HH2WCBBXX_P496_S384_L006_R2_001.fastq.gz	HH2WCBBXX_P496_S384_L006_R2_001.fastq.gz	ERR2903310	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/000/ERR2903310/ERR2903310_2.fastq.gz	302	152	P0496 (Kinukei 19)
P497	ERS2903955	SAMEA5092614	Hordeum vulgare subsp. vulgare	P0497 (Kinukei 21)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P497	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGLJKBBXX_P497_S232_L002	group 464	sequencing assay	ERX2907509	HGLJKBBXX_P497_S232_L002_R1_001.fastq.gz	HGLJKBBXX_P497_S232_L002_R1_001.fastq.gz	ERR2903311	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/001/ERR2903311/ERR2903311_1.fastq.gz	302	152	P0497 (Kinukei 21)
P497	ERS2903955	SAMEA5092614	Hordeum vulgare subsp. vulgare	P0497 (Kinukei 21)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P497	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGLJKBBXX_P497_S232_L002	group 464	sequencing assay	ERX2907509	HGLJKBBXX_P497_S232_L002_R2_001.fastq.gz	HGLJKBBXX_P497_S232_L002_R2_001.fastq.gz	ERR2903311	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/001/ERR2903311/ERR2903311_2.fastq.gz	302	152	P0497 (Kinukei 21)
P497	ERS2903955	SAMEA5092614	Hordeum vulgare subsp. vulgare	P0497 (Kinukei 21)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P497	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P497_S385_L006	group 464	sequencing assay	ERX2907509	HH2WCBBXX_P497_S385_L006_R1_001.fastq.gz	HH2WCBBXX_P497_S385_L006_R1_001.fastq.gz	ERR2903312	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/002/ERR2903312/ERR2903312_1.fastq.gz	302	152	P0497 (Kinukei 21)
P497	ERS2903955	SAMEA5092614	Hordeum vulgare subsp. vulgare	P0497 (Kinukei 21)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P497	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P497_S385_L006	group 464	sequencing assay	ERX2907509	HH2WCBBXX_P497_S385_L006_R2_001.fastq.gz	HH2WCBBXX_P497_S385_L006_R2_001.fastq.gz	ERR2903312	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/002/ERR2903312/ERR2903312_2.fastq.gz	302	152	P0497 (Kinukei 21)
P498	ERS2903956	SAMEA5092615	Hordeum vulgare subsp. vulgare	P0498 (Kinukei 7)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P498	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGLJKBBXX_P498_S233_L002	group 465	sequencing assay	ERX2907510	HGLJKBBXX_P498_S233_L002_R1_001.fastq.gz	HGLJKBBXX_P498_S233_L002_R1_001.fastq.gz	ERR2903313	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/003/ERR2903313/ERR2903313_1.fastq.gz	302	152	P0498 (Kinukei 7)
P498	ERS2903956	SAMEA5092615	Hordeum vulgare subsp. vulgare	P0498 (Kinukei 7)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P498	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGLJKBBXX_P498_S233_L002	group 465	sequencing assay	ERX2907510	HGLJKBBXX_P498_S233_L002_R2_001.fastq.gz	HGLJKBBXX_P498_S233_L002_R2_001.fastq.gz	ERR2903313	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/003/ERR2903313/ERR2903313_2.fastq.gz	302	152	P0498 (Kinukei 7)
P498	ERS2903956	SAMEA5092615	Hordeum vulgare subsp. vulgare	P0498 (Kinukei 7)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P498	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P498_S386_L006	group 465	sequencing assay	ERX2907510	HH2WCBBXX_P498_S386_L006_R1_001.fastq.gz	HH2WCBBXX_P498_S386_L006_R1_001.fastq.gz	ERR2903314	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/004/ERR2903314/ERR2903314_1.fastq.gz	302	152	P0498 (Kinukei 7)
P498	ERS2903956	SAMEA5092615	Hordeum vulgare subsp. vulgare	P0498 (Kinukei 7)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P498	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P498_S386_L006	group 465	sequencing assay	ERX2907510	HH2WCBBXX_P498_S386_L006_R2_001.fastq.gz	HH2WCBBXX_P498_S386_L006_R2_001.fastq.gz	ERR2903314	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/004/ERR2903314/ERR2903314_2.fastq.gz	302	152	P0498 (Kinukei 7)
P499	ERS2903957	SAMEA5092616	Hordeum vulgare subsp. vulgare	P0499 (KLAXON)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P499	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P499_S469_L003	group 466	sequencing assay	ERX2907511	HFVHJBBXX_P499_S469_L003_R1_001.fastq.gz	HFVHJBBXX_P499_S469_L003_R1_001.fastq.gz	ERR2903315	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/005/ERR2903315/ERR2903315_1.fastq.gz	302	152	P0499 (KLAXON)
P499	ERS2903957	SAMEA5092616	Hordeum vulgare subsp. vulgare	P0499 (KLAXON)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P499	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P499_S469_L003	group 466	sequencing assay	ERX2907511	HFVHJBBXX_P499_S469_L003_R2_001.fastq.gz	HFVHJBBXX_P499_S469_L003_R2_001.fastq.gz	ERR2903315	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/005/ERR2903315/ERR2903315_2.fastq.gz	302	152	P0499 (KLAXON)
P499	ERS2903957	SAMEA5092616	Hordeum vulgare subsp. vulgare	P0499 (KLAXON)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P499	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P499_S762_L007	group 466	sequencing assay	ERX2907511	HH2WCBBXX_P499_S762_L007_R1_001.fastq.gz	HH2WCBBXX_P499_S762_L007_R1_001.fastq.gz	ERR2903316	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/006/ERR2903316/ERR2903316_1.fastq.gz	302	152	P0499 (KLAXON)
P499	ERS2903957	SAMEA5092616	Hordeum vulgare subsp. vulgare	P0499 (KLAXON)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P499	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P499_S762_L007	group 466	sequencing assay	ERX2907511	HH2WCBBXX_P499_S762_L007_R2_001.fastq.gz	HH2WCBBXX_P499_S762_L007_R2_001.fastq.gz	ERR2903316	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/006/ERR2903316/ERR2903316_2.fastq.gz	302	152	P0499 (KLAXON)
P500	ERS2903958	SAMEA5092617	Hordeum vulgare subsp. vulgare	P0500 (KNEIFEL GERSTE VOLLKORN)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P500	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P500_S470_L003	group 467	sequencing assay	ERX2907512	HFVHJBBXX_P500_S470_L003_R1_001.fastq.gz	HFVHJBBXX_P500_S470_L003_R1_001.fastq.gz	ERR2903317	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/007/ERR2903317/ERR2903317_1.fastq.gz	302	152	P0500 (KNEIFEL GERSTE VOLLKORN)
P500	ERS2903958	SAMEA5092617	Hordeum vulgare subsp. vulgare	P0500 (KNEIFEL GERSTE VOLLKORN)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P500	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P500_S470_L003	group 467	sequencing assay	ERX2907512	HFVHJBBXX_P500_S470_L003_R2_001.fastq.gz	HFVHJBBXX_P500_S470_L003_R2_001.fastq.gz	ERR2903317	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/007/ERR2903317/ERR2903317_2.fastq.gz	302	152	P0500 (KNEIFEL GERSTE VOLLKORN)
P500	ERS2903958	SAMEA5092617	Hordeum vulgare subsp. vulgare	P0500 (KNEIFEL GERSTE VOLLKORN)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P500	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P500_S763_L007	group 467	sequencing assay	ERX2907512	HH2WCBBXX_P500_S763_L007_R1_001.fastq.gz	HH2WCBBXX_P500_S763_L007_R1_001.fastq.gz	ERR2903318	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/008/ERR2903318/ERR2903318_1.fastq.gz	302	152	P0500 (KNEIFEL GERSTE VOLLKORN)
P500	ERS2903958	SAMEA5092617	Hordeum vulgare subsp. vulgare	P0500 (KNEIFEL GERSTE VOLLKORN)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P500	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P500_S763_L007	group 467	sequencing assay	ERX2907512	HH2WCBBXX_P500_S763_L007_R2_001.fastq.gz	HH2WCBBXX_P500_S763_L007_R2_001.fastq.gz	ERR2903318	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/008/ERR2903318/ERR2903318_2.fastq.gz	302	152	P0500 (KNEIFEL GERSTE VOLLKORN)
P501	ERS2903959	SAMEA5092618	Hordeum vulgare subsp. vulgare	P0501 (KNEIFLUV P 13)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P501	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P501_S471_L003	group 468	sequencing assay	ERX2907513	HFVHJBBXX_P501_S471_L003_R1_001.fastq.gz	HFVHJBBXX_P501_S471_L003_R1_001.fastq.gz	ERR2903319	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/009/ERR2903319/ERR2903319_1.fastq.gz	302	152	P0501 (KNEIFLUV P 13)
P501	ERS2903959	SAMEA5092618	Hordeum vulgare subsp. vulgare	P0501 (KNEIFLUV P 13)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P501	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P501_S471_L003	group 468	sequencing assay	ERX2907513	HFVHJBBXX_P501_S471_L003_R2_001.fastq.gz	HFVHJBBXX_P501_S471_L003_R2_001.fastq.gz	ERR2903319	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/009/ERR2903319/ERR2903319_2.fastq.gz	302	152	P0501 (KNEIFLUV P 13)
P501	ERS2903959	SAMEA5092618	Hordeum vulgare subsp. vulgare	P0501 (KNEIFLUV P 13)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P501	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P501_S764_L007	group 468	sequencing assay	ERX2907513	HH2WCBBXX_P501_S764_L007_R1_001.fastq.gz	HH2WCBBXX_P501_S764_L007_R1_001.fastq.gz	ERR2903320	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/000/ERR2903320/ERR2903320_1.fastq.gz	302	152	P0501 (KNEIFLUV P 13)
P501	ERS2903959	SAMEA5092618	Hordeum vulgare subsp. vulgare	P0501 (KNEIFLUV P 13)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P501	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P501_S764_L007	group 468	sequencing assay	ERX2907513	HH2WCBBXX_P501_S764_L007_R2_001.fastq.gz	HH2WCBBXX_P501_S764_L007_R2_001.fastq.gz	ERR2903320	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/000/ERR2903320/ERR2903320_2.fastq.gz	302	152	P0501 (KNEIFLUV P 13)
P503	ERS2903960	SAMEA5092619	Hordeum vulgare subsp. vulgare	P0503 (KOMPAKT)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P503	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P503_S472_L003	group 469	sequencing assay	ERX2907514	HFVHJBBXX_P503_S472_L003_R1_001.fastq.gz	HFVHJBBXX_P503_S472_L003_R1_001.fastq.gz	ERR2903321	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/001/ERR2903321/ERR2903321_1.fastq.gz	302	152	P0503 (KOMPAKT)
P503	ERS2903960	SAMEA5092619	Hordeum vulgare subsp. vulgare	P0503 (KOMPAKT)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P503	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P503_S472_L003	group 469	sequencing assay	ERX2907514	HFVHJBBXX_P503_S472_L003_R2_001.fastq.gz	HFVHJBBXX_P503_S472_L003_R2_001.fastq.gz	ERR2903321	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/001/ERR2903321/ERR2903321_2.fastq.gz	302	152	P0503 (KOMPAKT)
P503	ERS2903960	SAMEA5092619	Hordeum vulgare subsp. vulgare	P0503 (KOMPAKT)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P503	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P503_S765_L007	group 469	sequencing assay	ERX2907514	HH2WCBBXX_P503_S765_L007_R1_001.fastq.gz	HH2WCBBXX_P503_S765_L007_R1_001.fastq.gz	ERR2903322	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/002/ERR2903322/ERR2903322_1.fastq.gz	302	152	P0503 (KOMPAKT)
P503	ERS2903960	SAMEA5092619	Hordeum vulgare subsp. vulgare	P0503 (KOMPAKT)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P503	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P503_S765_L007	group 469	sequencing assay	ERX2907514	HH2WCBBXX_P503_S765_L007_R2_001.fastq.gz	HH2WCBBXX_P503_S765_L007_R2_001.fastq.gz	ERR2903322	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/002/ERR2903322/ERR2903322_2.fastq.gz	302	152	P0503 (KOMPAKT)
P504	ERS2903961	SAMEA5092620	Hordeum vulgare subsp. vulgare	P0504 (Krona)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P504	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P504_S342_L003	group 470	sequencing assay	ERX2907515	HFVHJBBXX_P504_S342_L003_R1_001.fastq.gz	HFVHJBBXX_P504_S342_L003_R1_001.fastq.gz	ERR2903323	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/003/ERR2903323/ERR2903323_1.fastq.gz	302	152	P0504 (Krona)
P504	ERS2903961	SAMEA5092620	Hordeum vulgare subsp. vulgare	P0504 (Krona)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P504	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P504_S342_L003	group 470	sequencing assay	ERX2907515	HFVHJBBXX_P504_S342_L003_R2_001.fastq.gz	HFVHJBBXX_P504_S342_L003_R2_001.fastq.gz	ERR2903323	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/003/ERR2903323/ERR2903323_2.fastq.gz	302	152	P0504 (Krona)
P504	ERS2903961	SAMEA5092620	Hordeum vulgare subsp. vulgare	P0504 (Krona)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P504	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P504_S636_L007	group 470	sequencing assay	ERX2907515	HH2WCBBXX_P504_S636_L007_R1_001.fastq.gz	HH2WCBBXX_P504_S636_L007_R1_001.fastq.gz	ERR2903324	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/004/ERR2903324/ERR2903324_1.fastq.gz	302	152	P0504 (Krona)
